datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weather
31/12/2011,31,23,26.2,32.4,23,27,21.4,77.1,3.6,100,33.33,14.8,37.8,1011.9,79.1,10.3,190.4,16.6,7,0.21,"Rain, Partially cloudy",1
1/1/2012,31,23,26.7,33.7,23,27.9,21.9,76.3,0,0,0,13,103.5,1011.9,80.4,10.4,221.4,19.3,8,0.25,Partially cloudy,2
2/1/2012,31,23,26.3,34.5,23,27.5,21.6,76.4,0,0,0,18.4,118.7,1011.4,56.6,10.3,249.4,21.5,9,0.27,Partially cloudy,2
3/1/2012,31.6,22,25.9,35,22,26.8,21.4,77.8,0,0,0,18.4,136.4,1011.3,61.2,10,232.3,20,9,0.3,Partially cloudy,2
4/1/2012,31,21,25.8,33.7,21,26.7,21,75.9,0,0,0,11.6,121.3,1012,49.9,9.8,252.1,21.7,9,0.34,Partially cloudy,2
5/1/2012,32,21,25.7,34.9,21,26.8,21.9,81.7,0,0,0,13,158.4,1012.2,49.9,7.3,249.6,21.6,9,0.37,Partially cloudy,2
6/1/2012,32.1,22,26,34.5,22,26.9,21.7,79.9,0,0,0,14.8,105.5,1012.8,54.3,7.7,238.5,20.9,9,0.4,Partially cloudy,2
7/1/2012,33,21,26.5,33.5,21,26.8,19.5,68.6,0,0,0,20.5,24.7,1013.3,55.7,10.2,175.7,15,6,0.43,Partially cloudy,2
8/1/2012,31,22,25.9,31.9,22,26.2,17.5,61.3,0.6,100,25,16.8,31.4,1012.8,56,10.4,156.8,13.4,6,0.46,"Rain, Partially cloudy",1
9/1/2012,31,21,26.1,31.4,21,26.3,16.5,56.6,1.1,100,41.67,18.4,17.4,1011.7,66.1,10.4,177.3,15.3,8,0.5,"Rain, Partially cloudy",1
10/1/2012,28.2,22.2,25.4,29.6,22.2,25.8,18,63.9,0.4,100,16.67,13,24.9,1010.9,84.3,10.4,129.5,11.3,5,0.53,"Rain, Partially cloudy",1
11/1/2012,28.2,22.7,25.1,30.8,22.7,25.5,19,69.6,0.4,100,16.67,24.1,33.8,1011,76.7,10.4,130.2,11.3,5,0.57,"Rain, Partially cloudy",1
12/1/2012,32,22,26.9,33.5,22,27.8,19.5,65.5,0,0,0,13,37.4,1010,59.1,10.4,137.2,11.8,5,0.6,Partially cloudy,2
13/1/2012,31.3,23,26.6,33.5,23,27.6,20.8,71.6,0,0,0,18.4,42.5,1009.8,74.3,10.4,146.3,12.7,5,0.64,Partially cloudy,2
14/1/2012,34,23,27.8,36.4,23,29.2,21.1,69.4,0.8,100,29.17,29.5,110,1008,54.7,9.5,177.6,15.5,6,0.67,"Rain, Partially cloudy",1
15/1/2012,33,23,27.4,36.1,23,28.8,21.5,71.8,0,0,0,22.3,119.3,1007.4,63.5,10.2,196.7,17.1,7,0.71,Partially cloudy,2
16/1/2012,32.4,23,27,36.8,23,28.4,22.7,79.1,0,0,0,20.5,125.3,1006.7,50.2,10.1,243.7,21,9,0.75,Partially cloudy,2
17/1/2012,31,24,25.9,33.7,24,26.4,22.9,84.7,16.6,100,66.67,16.6,117.1,1007.3,69.9,9.2,214.9,18.7,7,0.78,"Rain, Partially cloudy",1
18/1/2012,31,22,26.5,34.5,22,28,22.4,79.3,0,0,0,17.6,118.6,1007.8,49.9,10.4,259.3,22.5,9,0.82,Partially cloudy,2
19/1/2012,32,24,27.4,35.8,24,29,22.5,76.3,0,0,0,21.6,129.5,1008.5,40.1,10.4,238.5,20.7,8,0.85,Partially cloudy,2
20/1/2012,33.1,24,27.6,36.3,24,29,21.6,70.9,0,0,0,22.3,122.7,1009,43.2,10.4,236.4,20.5,9,0.89,Partially cloudy,2
21/1/2012,33,23,27.2,34.6,23,27.7,19.8,66.4,0,0,0,18.4,130.1,1008.7,27.7,10.4,268,23.2,9,0.92,Partially cloudy,2
22/1/2012,34,21,26.5,34.5,21,27,19.8,69.8,0,0,0,20.5,126.3,1009.3,30,10.4,264.4,22.8,9,0.96,Partially cloudy,2
23/1/2012,32.2,23.8,26.9,35.8,23.8,28,21.6,74,1.1,100,41.67,14.8,136.5,1009.5,42.7,10.3,259.5,22.5,9,0,"Rain, Partially cloudy",1
24/1/2012,33,22.3,26.5,37,22.3,27.8,22.1,79,0,0,0,16.6,187.8,1009.5,57.7,10.4,248.8,21.6,9,0.03,Partially cloudy,2
25/1/2012,33,23,26.6,35.3,23,27.7,21.7,76,0,0,0,17.4,117.6,1009.6,45.1,10.4,262.3,22.7,9,0.06,Partially cloudy,2
26/1/2012,31.9,22,26.7,34.8,22,27.9,20.9,72.7,0,0,0,14.8,108,1009.9,43.8,10.4,261.7,22.7,9,0.09,Partially cloudy,2
27/1/2012,31.1,22,26.1,35.7,22,27.3,21,74.6,0,0,0,13,277.1,1009.4,41.3,10.4,243.7,21.1,9,0.12,Partially cloudy,2
28/1/2012,33.1,22,26.5,36.4,22,27.9,21.9,77.4,0.5,100,20.83,14.8,82.8,1008.9,65.1,10.4,117.6,10.1,5,0.16,"Rain, Partially cloudy",1
29/1/2012,32,24,27.3,35.8,24,28.8,21.9,73,1.1,100,20.83,15.5,107.8,1008.5,64,10.4,131,11.2,5,0.19,"Rain, Partially cloudy",1
30/1/2012,32.3,23,27,35,23,28.5,22.2,76.4,0,0,0,22.3,92.3,1009.6,50.6,10.4,245,21.2,8,0.22,Partially cloudy,2
31/1/2012,32,22.1,27,34.9,22.1,28.3,21.5,73.7,0,0,0,14.8,101.5,1010.7,50.6,10.6,199.1,17.2,7,0.25,Partially cloudy,2
1/2/2012,34,23,27.2,35.7,23,28.4,21.1,71.8,0,0,0,14.8,118.4,1010.5,49.7,10.4,233.5,20,9,0.29,Partially cloudy,2
2/2/2012,33,23,27.4,34.7,23,28.4,20.1,66.2,0,0,0,14.8,110.5,1011.1,53.2,10.4,229.3,19.8,8,0.32,Partially cloudy,2
3/2/2012,32.3,23,26.9,36.5,23,28.3,21.5,73.4,0,0,0,19.6,129.1,1011.5,52.6,10.1,265.3,22.9,9,0.35,Partially cloudy,2
4/2/2012,32,24,27.4,35.8,24,28.9,21.4,71.7,0,0,0,23.8,116.2,1011,68.2,9.8,269,23.2,9,0.38,Partially cloudy,2
5/2/2012,34,24,28.2,35.2,24,29.2,20.1,63.4,0,0,0,20.5,108.3,1010.7,47.1,10.4,264.4,22.9,9,0.41,Partially cloudy,2
6/2/2012,32.4,24,27.2,35.8,24,28.4,21.4,71.6,0,0,0,20.5,143,1009.8,43.6,10.4,257.2,22.1,9,0.45,Partially cloudy,2
7/2/2012,32,24,26.8,35.8,24,28.2,22.6,79.3,0,0,0,17.3,138.9,1009.5,54.8,10.4,252.8,21.7,9,0.48,Partially cloudy,2
8/2/2012,33,24,27.3,34.6,24,28.2,21.4,72.6,0,0,0,18.4,136.3,1010.2,55.2,10.4,267.8,23.2,9,0.5,Partially cloudy,2
9/2/2012,34.1,22,27.2,34.6,22,27.8,19.8,67.2,0,0,0,20.9,126.3,1010.2,42.5,10,272.7,23.5,9,0.55,Partially cloudy,2
10/2/2012,34,22,26.8,36.5,22,27.9,20.8,71.7,0,0,0,19.8,105.5,1010.6,38.7,9.8,268.5,23.1,9,0.58,Partially cloudy,2
11/2/2012,33,22,27,34.8,22,27.9,19.6,66.2,0,0,0,16.6,133.7,1010.3,50.6,10,255.7,22.1,9,0.62,Partially cloudy,2
12/2/2012,33,23.9,27.8,34.6,23.9,28.9,20.1,64,0,0,0,18.4,120.7,1010.5,55.8,9.9,260.8,22.5,9,0.65,Partially cloudy,2
13/2/2012,33,22,27.1,36.1,22,28,19.9,66.4,0,0,0,20.5,97.4,1010.6,45.1,10.1,254.9,22,9,0.69,Partially cloudy,2
14/2/2012,33,22,26.5,36.1,22,27.6,21.5,75.7,0,0,0,18.4,139.9,1010.2,37.8,9.3,252.6,21.8,9,0.72,Partially cloudy,2
15/2/2012,32,24,26.9,35.4,24,28.2,21.9,75.5,0,0,0,18.4,166.9,1008.4,50.7,10,173.2,14.9,6,0.75,Partially cloudy,2
16/2/2012,33,23.5,27.3,36.1,23.5,29,22.5,77.1,0.4,100,16.67,21.3,142.8,1008.3,54.4,10.1,186.1,16.2,6,0.8,"Rain, Partially cloudy",1
17/2/2012,31,23,25.7,35.5,23,26.7,24,91.3,16.9,100,79.17,24.1,85.3,1008.6,72,7.9,190,16.5,8,0.83,"Rain, Partially cloudy",1
18/2/2012,33,23,27,35.3,23,27.8,20.5,70.7,0,0,0,22.3,24.9,1008.6,45.6,8.9,252.8,21.9,9,0.87,Partially cloudy,2
19/2/2012,31.1,21,26,32,21,26.5,17.6,60.9,0,0,0,13.3,11.6,1009.2,54.6,10.3,266.4,23.1,10,0.9,Partially cloudy,2
20/2/2012,33,22,26.9,36.1,22,28.3,20,67.3,0,0,0,16.6,301.8,1008.2,48,10.4,222.5,19.1,10,0.94,Partially cloudy,2
21/2/2012,32,24.1,27.4,36.8,24.1,29,23.6,81.3,1.7,100,20.83,13,174.3,1007,62.6,10.3,189.5,16.4,8,0.97,"Rain, Partially cloudy",1
22/2/2012,31,24,27.1,36.5,24,28.9,24.2,85.4,55.6,100,66.67,20.5,132.2,1007,65.4,9.9,242.9,21.1,8,0,"Rain, Partially cloudy",1
23/2/2012,33.1,24,27.4,38.2,24,29.2,23,78.6,0,0,0,20.5,143.2,1007,33.8,10.6,290.1,25.1,10,0.04,Partially cloudy,2
24/2/2012,33.3,24,27.9,38.2,24,30.1,23.3,77.8,0,0,0,18.4,148,1006.6,35.7,10.7,290.4,25.1,10,0.07,Partially cloudy,2
25/2/2012,32.2,24,27.6,37.9,24,29.9,23.7,80.5,0,0,0,20.5,139.3,1006.1,47.3,10.5,267.6,23,9,0.11,Partially cloudy,2
26/2/2012,32.5,25,28,37.5,25,30.4,23.4,77.1,0,0,0,19.2,137,1006.8,56.3,10.6,241.7,20.9,8,0.14,Partially cloudy,2
27/2/2012,34,24,28,36.3,24,29.3,21.6,70.2,0,0,0,24.1,119.2,1007.5,42.2,10.6,293.7,25.4,10,0.17,Partially cloudy,2
28/2/2012,33.1,22,27.4,34.9,22,28.4,20.7,69,0,0,0,17.6,127,1006.9,34,10.6,287.6,24.8,10,0.2,Partially cloudy,2
29/2/2012,34,24,28.6,37.3,24,30.2,21,65.1,0,0,0,27.4,131,1007.5,37,10.4,270,23.3,9,0.24,Partially cloudy,2
1/3/2012,33,24,28.3,37,24,30.7,22.3,71.1,0,0,0,22.3,104.2,1007.4,44.4,9.9,223.6,19.3,8,0.25,Partially cloudy,2
2/3/2012,35.7,24,29.1,37.3,24,30.5,20.3,61.1,0,0,0,25.9,126.4,1006.7,35,10.3,188.8,16.4,7,0.3,Partially cloudy,2
3/3/2012,35,25.1,29.4,38.5,25.1,30.7,20.4,60.6,0,0,0,25.9,121.4,1006.8,38.9,10.4,189.3,16.3,8,0.33,Partially cloudy,2
4/3/2012,34.1,25.1,28.5,36.4,25.1,30,21.8,69.3,0,0,0,24.1,128.4,1007.7,40.8,10.4,258.8,22.3,10,0.36,Partially cloudy,2
5/3/2012,35,25,28.6,39.3,25,30.8,22.5,71.1,0,0,0,29.5,124,1006.2,38.5,10.4,257,22.3,9,0.4,Partially cloudy,2
6/3/2012,34.1,25,28.8,38.4,25,31.3,23,72.6,0,0,0,18.4,135.7,1006.1,41.4,10.4,182.2,15.7,7,0.43,Partially cloudy,2
7/3/2012,33,26,28.6,38.1,26,31.2,23.5,75.1,0,0,0,22.3,133.2,1005.4,41.4,10.4,195.5,16.9,7,0.46,Partially cloudy,2
8/3/2012,33.6,26,28.6,38.1,26,31.3,23.6,75.8,0,0,0,24.1,135.7,1005.7,40.6,10.4,128,11.1,4,0.5,Partially cloudy,2
9/3/2012,34,24.2,28.8,38.3,24.2,31.4,22.8,72,0.1,100,4.17,22.7,122.7,1006.3,44.1,10.4,278.1,24.1,10,0.53,"Rain, Partially cloudy",1
10/3/2012,35.5,26,29.2,37,26,30.9,21.2,63.9,3.4,100,45.83,29.5,119.5,1006.8,39.1,10.4,309.2,26.7,10,0.56,"Rain, Partially cloudy",1
11/3/2012,34.5,23,29,38,23,30.7,20.8,63.3,0,0,0,34.6,108.7,1008.2,42.4,10.2,309.3,26.8,10,0.6,Partially cloudy,2
12/3/2012,35.3,25.7,29.6,37,25.7,31.1,20.1,58.3,0,0,0,19.1,101.3,1010.1,53.1,10.4,306.4,26.4,10,0.63,Partially cloudy,2
13/3/2012,35,24,29.1,37.7,24,30.7,20.8,63.1,0,0,0,18.4,112.4,1010.7,42.8,10,297.3,25.6,10,0.67,Partially cloudy,2
14/3/2012,36,24,29.5,36.9,24,30.4,19.7,58.8,0,0,0,18.4,107.9,1009.9,43.2,9.9,251.9,21.6,8,0.7,Partially cloudy,2
15/3/2012,34,24,27.2,37.3,24,28.6,22.4,77.2,8.3,100,66.67,25.9,30.9,1010.5,47.2,9.1,216.7,18.7,8,0.75,"Rain, Partially cloudy",1
16/3/2012,34,23,27.8,38.6,23,29.8,22.5,75.2,4.2,100,54.17,18.4,125,1009.3,42,8.9,295.4,25.5,10,0.77,"Rain, Partially cloudy",1
17/3/2012,33.1,25,28.4,37,25,30.6,22.3,70.9,0,0,0,16.6,131.9,1009.1,40.8,10.4,277.6,23.9,9,0.81,Partially cloudy,2
18/3/2012,32,25,28.2,35.8,25,29.9,22.3,71.5,0,0,0,18.4,141.2,1010,46.3,10.4,279.2,24.2,10,0.85,Partially cloudy,2
19/3/2012,32.2,25,28.3,35.2,25,30.2,22.5,72.7,0,0,0,17.3,139.2,1010,45.6,10.4,179.6,15.5,6,0.88,Partially cloudy,2
20/3/2012,33,24,28.5,36.1,24,30.8,22.7,72.7,0.6,100,20.83,13,154.5,1009.5,55.8,10.4,257.3,22.2,9,0.92,"Rain, Partially cloudy",1
21/3/2012,32.1,23,26.6,36.9,23,28.2,23.3,82.8,12.1,100,79.17,22.9,137,1009.2,60.1,9.4,256.2,22,9,0.95,"Rain, Partially cloudy",1
22/3/2012,33,24,28.1,37.3,24,30.5,23.3,77.1,0.8,100,33.33,18.4,140,1009.3,38.5,10.4,281.7,24.2,10,0,"Rain, Partially cloudy",1
23/3/2012,33.4,25,28.5,38.1,25,30.9,23.6,76.8,1.4,100,45.83,19.2,150.2,1009.8,52.4,9.9,193.6,16.6,8,0.02,"Rain, Partially cloudy",1
24/3/2012,33.1,23,27.4,38.3,23,29.7,23.5,80.8,2.5,100,54.17,20.5,129.1,1010.4,56.6,9.7,150.8,13,5,0.05,"Rain, Partially cloudy",1
25/3/2012,33,23,27.9,37,23,30.1,23.1,77.7,0.2,100,8.33,19.6,327,1010.5,45.2,9.5,233.9,20.3,9,0.09,"Rain, Partially cloudy",1
26/3/2012,33.2,24,28.2,35.6,24,29.8,21.8,70.9,1.5,100,29.17,15.5,327.4,1010.5,49.8,9.8,237.4,20.5,7,0.12,"Rain, Partially cloudy",1
27/3/2012,33.2,23,28.2,38.1,23,30.2,22,70.9,0.3,100,12.5,13,290,1010.7,46.3,8.8,270.1,23.3,9,0.15,"Rain, Partially cloudy",1
28/3/2012,34.1,23,28.3,38.5,23,30.3,22.5,72.6,0,0,0,18.2,345.8,1010.9,46.3,8.6,229.1,19.9,9,0.18,Partially cloudy,2
29/3/2012,33.1,23.2,28.4,37,23.2,30.3,22.1,71.8,0,0,0,22.3,286.6,1009.7,42.3,8.6,273.5,23.7,9,0.22,Partially cloudy,2
30/3/2012,33.2,26,28.7,38.5,26,32.4,23.9,76.5,1.7,100,50,22.3,146.7,1008.4,52.5,8.5,168.7,14.8,6,0.25,"Rain, Partially cloudy",1
31/3/2012,31,26,27.8,34.7,26,30.3,23.3,77.8,6.7,100,100,24.9,40.2,1008.9,77.5,9,155.2,13.4,5,0.25,"Rain, Partially cloudy",1
1/4/2012,24,22,23,24,22,23,22.5,97,59.9,100,87.5,50,339.8,1007.4,92.9,6.9,131,11.3,5,0.32,"Rain, Overcast",3
2/4/2012,31,22,25.4,35.5,22,26.5,23.3,89.4,11.4,100,79.17,27.7,172.9,1010.1,82.1,8.9,112.4,9.9,5,0.35,"Rain, Partially cloudy",1
3/4/2012,32.2,24,27.7,37.9,24,29.7,23.6,80.1,0,0,0,18.4,128.9,1012.6,56.9,9.6,173,15,6,0.38,Partially cloudy,2
4/4/2012,32.8,24,27.7,37.1,24,29.6,23.1,77.7,0,0,0,18.4,136.3,1012.6,36.6,10.3,251.6,21.9,7,0.41,Partially cloudy,2
5/4/2012,34,25,28.2,39.3,25,30.9,23.6,77.7,0,0,0,18.4,139,1011.1,47.9,10.4,262.5,22.7,9,0.45,Partially cloudy,2
6/4/2012,32.1,26,28.5,36.9,26,31,23.4,75.4,0,0,0,22.3,138.2,1010.6,45.1,10.4,237.1,20.6,9,0.48,Partially cloudy,2
7/4/2012,33,24,28.1,38.1,24,30.3,22.8,75,0,0,0,17.6,117.5,1010.3,45.2,9.8,313.3,27.3,10,0.5,Partially cloudy,2
8/4/2012,33.5,24,28.6,37.9,24,31,22.9,72.9,0,0,0,23,108.9,1010.1,45.5,10.2,300.6,26,10,0.55,Partially cloudy,2
9/4/2012,34.1,23,28.6,37.3,23,30.5,21.8,68.7,2.3,100,20.83,20.5,114.7,1009.9,38.2,10.1,217.2,18.7,8,0.58,"Rain, Partially cloudy",1
10/4/2012,34,24,28.6,38.3,24,30.8,22.6,71.9,17.6,100,79.17,15.8,108.7,1010,40.6,10,182.5,15.8,6,0.62,"Rain, Partially cloudy",1
11/4/2012,33.1,26,28.6,39.2,26,31.5,23.6,75.6,0,0,0,20.5,138.8,1008.9,46,10.4,171.8,14.9,6,0.65,Partially cloudy,2
12/4/2012,33,26,28.5,38.1,26,31.2,23.5,75.6,0,0,0,22.3,127.7,1008.2,51.4,10.4,166,14.2,6,0.69,Partially cloudy,2
13/4/2012,33,25,28.2,38.1,25,31,23.8,77.9,0.5,100,20.83,18.9,120.4,1008.5,53,10.4,158.6,13.6,5,0.75,"Rain, Partially cloudy",1
14/4/2012,33,25,28.8,38.1,25,31.7,23.5,74.5,0,0,0,22.3,123.9,1008.8,50.6,10.4,153.5,13.1,5,0.76,Partially cloudy,2
15/4/2012,33.2,26,29,38.5,26,32.2,23.5,73.7,0,0,0,18.4,138.9,1008.6,36.5,10.5,232.5,20.2,8,0.79,Partially cloudy,2
16/4/2012,33,26,29.2,39.2,26,32.9,24,75.1,0,0,0,17.3,134.6,1007.5,44.3,10.4,217.5,18.9,7,0.82,Partially cloudy,2
17/4/2012,34.1,26.9,29.5,40.8,30.3,34.3,24.6,76.9,0,0,0,18.4,143.6,1006.7,57.4,10.3,170.7,14.7,6,0.86,Partially cloudy,2
18/4/2012,34.1,27,29.7,39.8,30.6,34.3,24.2,74,0,0,0,22.3,144.9,1006.7,37.3,10.3,262.2,22.6,9,0.89,Partially cloudy,2
19/4/2012,34,25.9,29.6,39.3,25.9,33.3,23.4,71.1,0,0,0,18.4,154.3,1007.6,46.1,10.4,255.3,22.1,9,0.93,Partially cloudy,2
20/4/2012,35,27,29.7,40.6,30.1,34.2,23.9,71.9,0.3,100,12.5,20.5,155.8,1007.9,56.1,10,280,24.2,10,0.96,"Rain, Partially cloudy",1
21/4/2012,34,24,28.4,39.3,24,31.1,23.6,76.9,21.8,100,41.67,20.5,197,1007.5,56.4,9.7,273,23.5,9,0,"Rain, Partially cloudy",1
22/4/2012,34,24,27.9,40.6,24,31.6,24.6,83.7,0,0,0,20.5,143.1,1007.2,67.2,8.4,201.8,17.2,6,0.03,Partially cloudy,2
23/4/2012,34.5,24,29,40.6,24,32.8,24,76.2,0,0,0,22.3,148.3,1007.4,50.6,9.8,217,18.8,8,0.06,Partially cloudy,2
24/4/2012,35,27,29.3,41.9,30.1,34.4,25,79.2,2,100,62.5,16.6,161.1,1007.3,52.2,10.4,166.8,14.4,6,0.1,"Rain, Partially cloudy",1
25/4/2012,36.1,25.5,29.1,43.5,25.5,33.2,24.5,77.7,3.2,100,79.17,23.2,198.6,1007.6,66.8,9.9,175.5,15.1,6,0.13,"Rain, Partially cloudy",1
26/4/2012,35,23,28.3,41.9,23,32.3,24.4,80.6,9.2,100,100,35.3,190.4,1007.9,73.4,9.4,129.9,11.2,4,0.17,"Rain, Partially cloudy",1
27/4/2012,33.1,22,27.4,38.3,22,29.8,22.7,77.9,4.8,100,87.5,14,234.5,1008.2,70.7,9.6,109.4,9.5,4,0.2,"Rain, Partially cloudy",1
28/4/2012,34,25,28.5,39.8,25,31.4,24.1,78.9,5,100,70.83,23.8,219.9,1008,71.3,10.3,165.9,14.3,6,0.23,"Rain, Partially cloudy",1
29/4/2012,34,24,27.2,40.7,24,30,24.5,86.7,4.7,100,75,20.5,205.7,1007.7,63.3,9.8,129.3,11.1,4,0.25,"Rain, Partially cloudy",1
30/4/2012,34,24.1,28.5,40.6,24.1,31.8,24.5,81.2,4.5,100,87.5,14.8,232,1007.1,59.9,10.4,115.5,9.9,4,0.3,"Rain, Partially cloudy",1
1/5/2012,35,26,29.5,40.6,26,33.6,24.5,76.3,1.1,100,33.33,20.5,167.6,1007.2,46.8,10.4,160.6,13.9,5,0.33,"Rain, Partially cloudy",1
2/5/2012,35,27,30.1,41,30.6,35.1,24.5,73.7,0.3,100,12.5,24.1,175.6,1007.4,45.8,10,168.7,14.7,5,0.37,"Rain, Partially cloudy",1
3/5/2012,36,25,29.7,43.2,25,34.5,24.6,75.7,2.1,100,70.83,22.3,212.1,1006.4,54.9,10.3,171.4,14.6,6,0.4,"Rain, Partially cloudy",1
4/5/2012,36.1,25,29.5,43.4,25,33.8,24.5,76.4,0.7,100,29.17,22.3,235,1005.6,61,9.9,198.1,17.1,7,0.43,"Rain, Partially cloudy",1
5/5/2012,35,26,30,42.3,26,34.7,24.3,73.4,1.6,100,20.83,20.5,235.3,1006.4,54.9,10.4,163.2,14,6,0.47,"Rain, Partially cloudy",1
6/5/2012,34,24,28,39.3,24,30.7,24,80.5,20.2,100,100,20.5,196.2,1006.9,68.1,10,141.6,12.2,5,0.5,"Rain, Partially cloudy",1
7/5/2012,35,24,26.7,41.8,24,28.3,24.6,89.5,6.2,100,79.17,18.4,171.9,1007.3,77.9,10.2,148.9,12.9,5,0.54,"Rain, Partially cloudy",1
8/5/2012,32.1,24,26.6,38.6,24,28.2,23.8,85.5,0.8,100,33.33,14.8,178.5,1007.9,70.7,8.5,179.1,15.4,6,0.57,"Rain, Partially cloudy",1
9/5/2012,33.1,24,27.5,39.4,24,30.2,23.9,82.2,3,100,41.67,26.7,226.2,1009,61.9,8.4,198,17,7,0.6,"Rain, Partially cloudy",1
10/5/2012,34.4,25,29.1,39.3,25,32.3,23.7,74.7,0.2,100,8.33,20.5,241.9,1008.8,55.7,10.4,226.6,19.6,7,0.64,"Rain, Partially cloudy",1
11/5/2012,33.6,24,28.4,40,24,31.8,25,83.9,3.2,100,70.83,16.6,225,1006.7,55.6,10.1,178.6,15.3,7,0.67,"Rain, Partially cloudy",1
12/5/2012,33,25,27.7,41,25,30.4,25.1,86.8,4.2,100,100,27.7,219.6,1005.8,73.6,10,176.3,15.2,6,0.7,"Rain, Partially cloudy",1
13/5/2012,35,24,27.6,41.9,24,30.3,24.6,85.4,16.5,100,100,27.7,266.5,1005.2,65.8,9.1,119.7,10.5,4,0.75,"Rain, Partially cloudy",1
14/5/2012,33,22.7,26.3,40.6,22.7,28.6,23.7,86.8,8.2,100,95.83,24.1,260.5,1006,62.7,9.5,123.7,10.8,4,0.77,"Rain, Partially cloudy",1
15/5/2012,31.1,23,25.1,39.1,23,26.4,23.6,92.1,5.5,100,87.5,20.5,251.9,1006.3,72.4,9.4,226.9,19.6,8,0.81,"Rain, Partially cloudy",1
16/5/2012,31.4,23,26,37.2,23,27.6,23.5,87.3,7.7,100,91.67,24.1,230.9,1005,73.5,9.6,231,20,8,0.84,"Rain, Partially cloudy",1
17/5/2012,32,24,27.5,37,24,30,24,82.2,11.7,100,79.17,24.1,208.1,1005.5,55.4,10.1,192.5,16.8,6,0.87,"Rain, Partially cloudy",1
18/5/2012,33.1,25.8,28.4,39.4,25.8,31.9,24.6,81.1,0.9,100,33.33,22.3,175,1007.2,46.4,10.3,173,15.3,6,0.91,"Rain, Partially cloudy",1
19/5/2012,35.6,26,29.6,41,26,33.6,24.7,78,0,0,0,17.3,205.1,1008.1,45.3,10.2,227.4,19.7,8,0.94,Partially cloudy,2
20/5/2012,36,26,29.7,41.9,26,33.3,24.2,74.5,0,0,0,20.5,247.1,1007,53.2,10.4,195.4,16.8,6,0.97,Partially cloudy,2
21/5/2012,34,26,29.5,40.6,26,33.9,24.6,76.6,0,0,0,20.5,239.5,1006.4,52.5,10.4,192.6,16.5,7,0,Partially cloudy,2
22/5/2012,34.1,26,29.8,40.9,26,34.8,24.8,76,0.5,100,20.83,22.3,236.2,1006.4,53.1,10.4,140.8,12,5,0.04,"Rain, Partially cloudy",1
23/5/2012,34.6,25,29,41.9,25,33.6,24.7,78.9,5.6,100,100,24.1,244.6,1006.4,56.2,10.2,138.8,12,4,0.08,"Rain, Partially cloudy",1
24/5/2012,32,26,27.5,40.2,26,30.3,24.5,84.4,2.7,100,100,37.1,213.3,1005.7,79.3,10.2,91.3,8,3,0.11,"Rain, Partially cloudy",1
25/5/2012,29,26,27.2,35.6,26,29.5,23.7,81.2,8.7,100,100,22.3,218.5,1006.1,72.3,10.4,130.5,11.2,4,0.15,"Rain, Partially cloudy",1
26/5/2012,32.4,25,27.2,38.5,25,29.3,24,83.4,14.1,100,100,22.3,218.8,1006.7,81.1,10.2,150.4,12.9,5,0.18,"Rain, Partially cloudy",1
27/5/2012,31,23,25.4,36.5,23,26.4,23.5,90,4.2,100,70.83,27.7,242.7,1007.4,81.5,9.5,163.4,14.1,6,0.21,"Rain, Partially cloudy",1
28/5/2012,32.1,23,27.4,37.9,23,29.9,23.6,80.8,1.4,100,37.5,22.3,227.6,1007.5,67.6,10.4,209.3,18,8,0.25,"Rain, Partially cloudy",1
29/5/2012,33.1,24,28.3,39.4,24,32,24.1,79.4,0,0,0,16.6,251.7,1007.6,54.4,10.3,143.3,12.3,5,0.25,Partially cloudy,2
30/5/2012,34.2,25,29.2,41.2,25,32.8,24.2,76.5,0.1,100,4.17,20.5,261.7,1006.6,59,10.1,166.9,14.3,6,0.32,"Rain, Partially cloudy",1
31/5/2012,33.1,23,28.7,39.2,23,32,24.1,78.2,10.9,100,62.5,18.4,287.3,1005.7,64.7,9.3,135.7,11.6,5,0.35,"Rain, Partially cloudy",1
1/6/2012,31.1,23,26.2,39.3,23,28.2,24.7,92.2,41.6,100,100,16.2,282.9,1005.6,80,8.8,114,9.8,4,0.39,"Rain, Partially cloudy",1
2/6/2012,32.5,23,27.5,39.3,23,30.3,24.3,84.3,15.1,100,79.17,13,296.1,1005.3,67.8,9.4,118,10.2,4,0.42,"Rain, Partially cloudy",1
3/6/2012,33,24.1,28.2,40.6,24.1,31.7,24.5,81.7,0.5,100,20.83,20.5,269.3,1004.3,57.1,9.8,121.2,10.4,4,0.46,"Rain, Partially cloudy",1
4/6/2012,33.1,25,28.3,39.6,25,31.8,24.7,82.3,4.5,100,100,20.5,251.4,1004.7,67.2,10.2,143.8,12.3,5,0.5,"Rain, Partially cloudy",1
5/6/2012,33,24,27.6,39.5,24,30.3,24.6,85,6.5,100,100,28.8,253.4,1004.2,70.3,9.7,191.1,16.4,7,0.52,"Rain, Partially cloudy",1
6/6/2012,29,24,26.6,35.6,24,28.9,24.9,91.2,4.5,100,79.17,22.3,226.8,1003,81.5,9.8,135.9,11.9,5,0.56,"Rain, Partially cloudy",1
